Area,Name,Address,Rating,Total Reviews,Phone Number,Website,Price Level,Google Maps URL,Opening Hours,Description
Clifton,Rajdhani Delights,"2, Marine Pride, Khayaban-e-Iqbal Rd, Zone A - Block 7 Zone A Block 7 Clifton, Karachi",4.2,2894,(021) 35810630,http://www.rajdhani.com.pk/,2,https://maps.google.com/?cid=8356934353124926999,"Monday: 1:00 – 11:30 PM, Tuesday: 1:00 – 11:30 PM, Wednesday: 1:00 – 11:30 PM, Thursday: 1:00 – 11:30 PM, Friday: 1:00 – 11:30 PM, Saturday: 1:00 – 11:30 PM, Sunday: 1:00 – 11:30 PM",
Clifton,Cafe Flo,"d82, 1 26th Street, Block 4 Clifton, Karachi",4.2,3288,(021) 35830018,https://www.facebook.com/cafeflo/,4,https://maps.google.com/?cid=8281168114368994700,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 PM – 12:00 AM",
Clifton,Xander's Clifton,"C32, E St, Block 4 Clifton, Karachi",4.3,4915,(021) 35293653,http://www.xanders.pk/,3,https://maps.google.com/?cid=4057387029472629232,"Monday: 8:00 AM – 12:00 AM, Tuesday: 8:00 AM – 12:00 AM, Wednesday: 8:00 AM – 12:00 AM, Thursday: 8:00 AM – 12:00 AM, Friday: 8:00 AM – 1:00 AM, Saturday: 8:00 AM – 1:00 AM, Sunday: 8:00 AM – 12:00 AM",
Clifton,Bar BQ Tonight Clifton,"5/1, Boating Basin, Clifton, block-5 Block 5 Clifton, Karachi",4.3,24538,(021) 111 227 111,http://www.bbqtonight.com/,2,https://maps.google.com/?cid=8397009510550168585,"Monday: 12:00 PM – 1:00 AM, Tuesday: 12:00 PM – 1:00 AM, Wednesday: 12:00 PM – 1:00 AM, Thursday: 12:00 PM – 1:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 1:00 AM",
Clifton,MING COURT,"R372+R43, DHA Phase 5 Stadium Commercial Area Defence V gulshan karachi, Karachi",4,692,0322 2666233,https://www.foodpanda.pk/restaurant/s7am/ming-court-chinese-restaurant,2,https://maps.google.com/?cid=3908848416221855757,"Monday: 12:00 – 3:30 PM, 7:00 PM – 12:00 AM, Tuesday: 12:00 – 3:30 PM, 7:00 PM – 12:00 AM, Wednesday: 12:00 – 3:30 PM, 7:00 PM – 12:00 AM, Thursday: 12:00 – 3:30 PM, 7:00 PM – 12:00 AM, Friday: 12:00 – 3:30 PM, 7:00 PM – 12:00 AM, Saturday: 12:00 – 3:30 PM, 7:00 PM – 12:00 AM, Sunday: 12:00 – 3:30 PM, 7:00 PM – 12:00 AM",
Clifton,Koel Cafe,"F 42، F 42/2، 2, Block 4 Clifton, Karachi",4.1,2353,(021) 35309745,,3,https://maps.google.com/?cid=11997940418476237027,"Monday: 11:00 AM – 12:00 AM, Tuesday: 11:00 AM – 12:00 AM, Wednesday: 11:00 AM – 12:00 AM, Thursday: 11:00 AM – 12:00 AM, Friday: 11:00 AM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 12:00 AM",
Clifton,Okra Restaurant,"Plot 12- C 10th Commercial Ln, Zamzama Commercial Area Defence V Karachi",4.3,1339,(021) 35831350,,4,https://maps.google.com/?cid=9343456001367090522,"Monday: Closed, Tuesday: 12:30 – 3:00 PM, 7:30 – 11:30 PM, Wednesday: 12:30 – 3:00 PM, 7:30 – 11:30 PM, Thursday: 12:30 – 3:00 PM, 7:30 – 11:30 PM, Friday: 12:30 – 3:00 PM, 7:30 – 11:30 PM, Saturday: 12:30 – 3:00 PM, 7:30 – 11:30 PM, Sunday: 12:30 – 3:00 PM, 7:30 – 11:30 PM",
Clifton,Euphoria restaurant,"6-C 6th Commercial Ln, Zamzama Commercial Area Defence V Karachi",4.1,573,0333 3761061,https://www.facebook.com/euphoriakarachi,2,https://maps.google.com/?cid=3520564839624300205,"Monday: 6:00 AM – 5:00 AM, Tuesday: 6:00 AM – 5:00 AM, Wednesday: 6:00 AM – 5:00 AM, Thursday: 6:00 AM – 5:00 AM, Friday: 6:00 AM – 5:00 AM, Saturday: 6:00 AM – 5:00 AM, Sunday: 6:00 AM – 5:00 AM",
Do Darya,Kababjees Restaurant - Do Darya,"Q34W+P9R، road, D.H.A. Phase 8 Zone C Phase 8 Karachi",4.4,15027,(021) 111 666 111,http://kababjees.com/,3,https://maps.google.com/?cid=15218727356153648401,"Monday: 4:30 PM – 1:00 AM, Tuesday: 4:30 PM – 1:00 AM, Wednesday: 4:30 PM – 1:00 AM, Thursday: 4:30 PM – 1:00 AM, Friday: 4:30 PM – 1:00 AM, Saturday: 4:30 PM – 1:00 AM, Sunday: 4:30 PM – 1:00 AM",
Do Darya,Sajjad Restaurant,"Beach Avenue، Do Darya, Sea View Rd, D.H.A. Phase 8 Zone C Phase 8 Defence Housing Authority, Karachi",4.1,8047,0333 2228111,https://sajjadrestaurant.shop/,3,https://maps.google.com/?cid=1976474802896647250,"Monday: 12:00 PM – 1:30 AM, Tuesday: 12:00 PM – 1:30 AM, Wednesday: 12:00 PM – 1:30 AM, Thursday: 12:00 PM – 1:30 AM, Friday: 12:00 PM – 1:30 AM, Saturday: 12:00 PM – 1:30 AM, Sunday: 12:00 PM – 1:30 AM",
Do Darya,Charcoal BBQ n Grill Restaurant,"Abdul Sattar Edhi Ave, D.H.A. Phase 8 Zone C Phase 8 Defence Housing Authority, Karachi",4.1,2979,,https://www.facebook.com/CharcoalBbqnGril/,3,https://maps.google.com/?cid=9192248164888783866,"Monday: 4:30 PM – 1:30 AM, Tuesday: 4:30 PM – 1:30 AM, Wednesday: 4:30 PM – 1:30 AM, Thursday: 4:30 PM – 1:30 AM, Friday: 4:30 PM – 1:30 AM, Saturday: 4:00 PM – 1:30 AM, Sunday: 4:00 PM – 1:30 AM",
Do Darya,Sea Salt co,"Emaar - ocean front, Zone D Phase 8 Karachi",4,1227,(021) 35352619,https://order.seasaltco.pk/,3,https://maps.google.com/?cid=8519163217552070422,"Monday: 9:00 AM – 11:00 PM, Tuesday: 9:00 AM – 11:00 PM, Wednesday: 9:00 AM – 11:00 PM, Thursday: 9:00 AM – 11:00 PM, Friday: 9:00 AM – 11:00 PM, Saturday: 9:00 AM – 11:00 PM, Sunday: 9:00 AM – 11:00 PM",
Tipu Sultan,LalQila Restaurant Karachi,"10/A, M.A.C.H.S، Main Shahra-e-Faisal, Mohammad Ali Society Muhammad Ali Chs (Machs), Karachi",4.3,21594,(021) 111 525 745,https://www.lalqila.com/,3,https://maps.google.com/?cid=17907170766683384445,"Monday: 12:30 – 11:30 PM, Tuesday: 12:30 – 11:30 PM, Wednesday: 12:30 – 11:30 PM, Thursday: 12:30 – 11:30 PM, Friday: 1:30 – 11:30 PM, Saturday: 12:30 – 11:30 PM, Sunday: 12:00 – 11:30 PM",
Tipu Sultan,Zameer Ansari BBQ & Grill,"Alamgir Rd, Bahadur Yar Jang CHS, Karachi",4.1,4375,0334 4926337,https://zameeransari.com.pk/,2,https://maps.google.com/?cid=15447605269485908731,"Monday: 5:30 PM – 12:30 AM, Tuesday: 5:30 PM – 12:30 AM, Wednesday: 5:30 PM – 12:30 AM, Thursday: 5:30 PM – 12:30 AM, Friday: 5:30 PM – 12:30 AM, Saturday: 5:30 PM – 12:30 AM, Sunday: 5:30 PM – 12:30 AM",
Tipu Sultan,Xander's,"Tipu Sultan Rd, Karachi Memon Co-operative Housing Society Jinnah Housing Society Pakistan Employees Co-Operative Housing Society, Karachi",4.2,8024,(021) 111 926 337,http://www.xanders.pk/,3,https://maps.google.com/?cid=8689269639643661457,"Monday: 8:00 AM – 12:00 AM, Tuesday: 8:00 AM – 12:00 AM, Wednesday: 8:00 AM – 12:00 AM, Thursday: 8:00 AM – 12:00 AM, Friday: 8:00 AM – 1:00 AM, Saturday: 8:00 AM – 1:00 AM, Sunday: 8:00 AM – 12:00 AM",
Tipu Sultan,Shaikh Abdul Ghaffar Kabab House,"Dehli Saudagar Rd No. 4, Riaz Masjid, Delhi Mercantile Society Pakistan Employees Co-Operative Housing Society, Karachi",4.4,12575,0322 0000779,https://saghaffarkabab.pk/,2,https://maps.google.com/?cid=10854103099891770500,"Monday: 5:00 PM – 1:00 AM, Tuesday: 5:00 PM – 1:00 AM, Wednesday: 5:00 PM – 1:00 AM, Thursday: 5:00 PM – 1:00 AM, Friday: 5:00 PM – 1:00 AM, Saturday: 5:00 PM – 1:00 AM, Sunday: 5:00 PM – 1:00 AM",
Tipu Sultan,Maliks,"331-A, DMCHS, Block - 3, Alamgir Rd, Alamgir Masjid, Bahadur Yar Jang CHS, Karachi",4.1,5610,0335 2648003,http://www.maliksrestaurant.com/,2,https://maps.google.com/?cid=15410668447424130174,"Monday: 11:00 AM – 1:00 AM, Tuesday: 11:00 AM – 1:00 AM, Wednesday: 11:00 AM – 1:00 AM, Thursday: 11:00 AM – 1:00 AM, Friday: 6:00 AM – 1:00 PM, 5:00 PM – 1:00 AM, Saturday: 11:00 AM – 1:00 AM, Sunday: 11:00 AM – 1:00 AM",
Tipu Sultan,New Little China Restaurant,"Najeeb Corner, 172/P Tariq Rd, Block 2 Pakistan Employees Co-Operative Housing Society, Karachi",3.9,674,(021) 34521001,https://newlittlechina.co/,2,https://maps.google.com/?cid=15517385528846868065,"Monday: 12:00 AM – 12:00 PM, 12:30 – 3:30 PM, 6:30 – 11:30 PM, Tuesday: 12:30 – 3:30 PM, 6:30 – 11:30 PM, Wednesday: 12:30 – 3:30 PM, 6:30 – 11:30 PM, Thursday: 12:30 – 3:30 PM, 6:30 – 11:30 PM, Friday: 12:30 – 3:30 PM, 6:30 PM – 12:00 AM, Saturday: 12:30 – 3:30 PM, 6:30 PM – 12:00 AM, Sunday: 12:30 – 3:30 PM, 6:30 PM – 12:00 AM",
Tipu Sultan,Yuan Tung Restaurant,"173 Tariq Rd, Block 2 Pakistan Employees Co-Operative Housing Society, Karachi",4.1,1740,(021) 34542934,,2,https://maps.google.com/?cid=1326550688876509651,"Monday: 12:00 – 3:00 PM, 7:00 – 11:00 PM, Tuesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM, Wednesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM, Thursday: 12:00 – 3:00 PM, 7:00 – 11:00 PM, Friday: 12:00 – 3:00 PM, 7:00 – 11:00 PM, Saturday: 12:00 – 3:00 PM, 7:00 – 11:00 PM, Sunday: 12:00 – 3:00 PM, 7:00 – 11:00 PM",
Tipu Sultan,Food Junction ambala,"62 R, ambala bakery, Karachi",3.9,755,0336 8634642,https://foodjunction.pk/,2,https://maps.google.com/?cid=9787560169810116200,"Monday: 11:00 AM – 1:00 AM, Tuesday: 11:00 AM – 1:00 AM, Wednesday: 11:00 AM – 12:00 AM, Thursday: Open 24 hours, Friday: 11:00 AM – 1:00 AM, Saturday: 11:00 AM – 1:00 AM, Sunday: 11:00 AM – 1:00 AM",
Tipu Sultan,Chillee'z Restaurant,"100 Tipu Sultan Rd, Mohammad Ali Society PECHS Extension Muhammad Ali Chs (Machs), Karachi",4,3662,(021) 34315733,https://chilleez.pk/,2,https://maps.google.com/?cid=5711577426895593825,"Monday: 11:00 AM – 2:00 AM, Tuesday: 11:00 AM – 2:00 AM, Wednesday: 11:00 AM – 2:00 AM, Thursday: 11:00 AM – 2:00 AM, Friday: 11:00 AM – 2:00 AM, Saturday: 11:00 AM – 2:00 AM, Sunday: 4:00 PM – 3:00 AM",
Tipu Sultan,Rehmat-e-Shereen,"S/172, main Tariq Rd, P.E.C.H.S Block 2 Karachi",4.5,9317,(021) 111 734 628,http://rehmateshereen.com/,2,https://maps.google.com/?cid=4095567457703761029,"Monday: 9:00 AM – 12:00 AM, Tuesday: 9:00 AM – 12:00 AM, Wednesday: 9:00 AM – 12:00 AM, Thursday: 9:00 AM – 12:00 AM, Friday: 9:00 AM – 12:00 AM, Saturday: 9:00 AM – 12:00 AM, Sunday: 9:00 AM – 12:00 AM",
Tipu Sultan,Food Break,"Shop # 1, Al Mairaj Manzil, Central Commercial Area, Oppt Rajoo Ice Cream, Bahadurabad Bahadur Yar Jang CHS, Karachi",4.1,1739,0315 2994365,https://foodbreakbhd.pk/,2,https://maps.google.com/?cid=2674071985914115506,"Monday: 12:00 PM – 2:00 AM, Tuesday: 12:00 PM – 2:00 AM, Wednesday: 12:00 PM – 2:00 AM, Thursday: 12:00 PM – 2:00 AM, Friday: 12:00 PM – 2:00 AM, Saturday: 12:00 PM – 2:00 AM, Sunday: 12:00 PM – 2:00 AM",
Tipu Sultan,Yellow Potato,"V3M8+3H6, Bahadurabad BMCHS Sharafabad, Karachi",4.3,39,0300 0200051,,2,https://maps.google.com/?cid=3724861171485733903,"Monday: 12:30 PM – 12:30 AM, Tuesday: 12:30 PM – 12:30 AM, Wednesday: 12:30 PM – 12:30 AM, Thursday: 12:30 PM – 12:30 AM, Friday: 12:30 PM – 12:30 AM, Saturday: 12:30 PM – 12:30 AM, Sunday: 12:30 PM – 12:00 AM",
Tipu Sultan,Bam-Bou Restaurant,"Plot A, Sabah Arcade, 125 round about, Allah wala, Block A Sindhi Muslim CHS (SMCHS), Karachi",4.2,5318,(021) 34527766,http://bam-bou.com/,3,https://maps.google.com/?cid=562301210280666403,"Monday: 12:00 PM – 12:30 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 12:30 AM, Saturday: 12:00 PM – 12:30 AM, Sunday: 12:00 PM – 12:30 AM",
Tipu Sultan,Ginsoy - SMCHS Branch,"Captain Fareed Bukhari Shaheed Rd, Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi",4.3,7709,(021) 34398831,http://www.ginsoy.com/,2,https://maps.google.com/?cid=7592302608371580752,"Monday: 12:30 PM – 12:00 AM, Tuesday: 12:30 PM – 12:00 AM, Wednesday: 12:30 PM – 12:00 AM, Thursday: 12:30 PM – 12:00 AM, Friday: 12:30 PM – 12:00 AM, Saturday: 12:30 PM – 12:30 AM, Sunday: 12:30 PM – 12:30 AM",
Tipu Sultan,Al-Haaj Bundoo Khan's اَلحاج بُندو خان,"V374+332, Captain Fareed Bukhari Shaheed Road, Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi",3.8,1768,0343 1803657,,2,https://maps.google.com/?cid=6984172088341645381,"Monday: 7:15 PM – 2:00 AM, Tuesday: 6:45 PM – 2:00 AM, Wednesday: 6:45 PM – 2:00 AM, Thursday: 6:45 PM – 2:00 AM, Friday: 6:45 PM – 2:00 AM, Saturday: 6:00 PM – 3:30 AM, Sunday: 7:15 PM – 2:00 AM",
Tipu Sultan,Sizzlerz Cafe & Grill,"V374+424, Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi",3.8,2807,(021) 34556684,http://sizzlerzcafe.com/,2,https://maps.google.com/?cid=7474122677977184851,"Monday: 12:00 PM – 1:00 AM, Tuesday: 12:00 PM – 1:00 AM, Wednesday: 12:00 PM – 1:00 AM, Thursday: 12:00 PM – 1:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 1:00 AM",
Tipu Sultan,Del Frio,"V3HP+WX6 Subway Roundabout, Sky Garden Apts, Tipu Sultan Rd, Mohammad Ali Society KDA Scheme#1, Karachi",3.9,1086,,http://delfrio.com.pk/,3,https://maps.google.com/?cid=12643083148515610727,"Monday: 7:00 AM – 1:00 AM, Tuesday: 7:00 AM – 1:00 AM, Wednesday: 7:00 AM – 1:00 AM, Thursday: 7:00 AM – 1:00 AM, Friday: 7:00 AM – 1:00 AM, Saturday: 7:00 AM – 1:00 AM, Sunday: 7:00 AM – 1:00 AM",
Tipu Sultan,Royal Ice & Spice,"1-C, Sindhi Muslim Cooperative Housing Society Block A Karachi",4.1,5725,(021) 111 002 111,http://royaliceandspice.com/,2,https://maps.google.com/?cid=15136931959765692400,"Monday: 12:00 PM – 1:00 AM, Tuesday: 12:00 PM – 1:00 AM, Wednesday: 12:00 PM – 1:00 AM, Thursday: 12:00 PM – 1:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:30 AM, Sunday: 4:00 PM – 1:30 AM",
Tipu Sultan,Kaybees MACHS,"Maulana Muhammad Ali, 8-F Ghazi Salahuddin Road, Mohammad Ali Society Johar Memorial Cooperative Housing Society, MAMCHS",4.1,17294,(021) 111 529 233,http://kaybees.com.pk/,2,https://maps.google.com/?cid=17709898231760160479,"Monday: 11:00 AM – 1:30 AM, Tuesday: 11:00 AM – 1:30 AM, Wednesday: 11:00 AM – 1:30 AM, Thursday: 11:00 AM – 1:30 AM, Friday: 11:00 AM – 2:00 AM, Saturday: 11:00 AM – 2:00 AM, Sunday: 11:00 AM – 2:00 AM",
Tipu Sultan,Ghalib Restaurant Karachi,"Habitt, Shahrah-e-Faisal Service Rd N, Karachi Memon Co-operative Housing Society Karachi Memon Society Pakistan Employees Co-Operative Housing Society, Karachi",3.9,3269,(021) 111 442 542,http://www.ghalib.com.pk/,3,https://maps.google.com/?cid=6052734963467604855,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 1:00 AM",
Tipu Sultan,Chop Chop Wok,"Shop 2, Remmco Tower, Tipu Sultan Road Karachi PK, Tipu Sultan Rd, Karachi",4.2,2312,(021) 111 965 111,https://chopchopwok.pk/,2,https://maps.google.com/?cid=10119484599010607004,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 12:00 AM",
Tipu Sultan,Cocochan - Tipu Sultan,"1A Tipu Sultan Rd, Xanders, Karachi Memon Co-operative Housing Society Jinnah Housing Society Pakistan Employees Co-Operative Housing Society, Karachi",4.2,4995,(021) 34552695,https://www.cocochan.com.pk/,2,https://maps.google.com/?cid=1210115175442124525,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 PM – 12:00 AM",
Clifton,The East End,"Plot CC، 2 Khaliq-uz-Zaman Rd, behind Eid Ghaa, Park Clifton،, Karachi",4.3,1186,0321 2468246,https://www.facebook.com/the.east.end.karachi,3,https://maps.google.com/?cid=11093610158481716686,"Monday: 6:30 – 11:30 PM, Tuesday: 6:30 – 11:30 PM, Wednesday: 6:30 – 11:30 PM, Thursday: 6:30 – 11:30 PM, Friday: 6:30 – 11:30 PM, Saturday: 6:30 – 11:30 PM, Sunday: 6:30 – 11:30 PM",
Clifton,Daily Dubai Restaurant,"57-C 10th Badar Commercial Street, DHA Phase 5 Badar Commercial Area Defence V Defence Housing Authority, Karachi",4.2,4211,(021) 111 111 337,https://dailydubairestaurant.com/,2,https://maps.google.com/?cid=5981048483839118128,"Monday: 9:00 AM – 12:30 AM, Tuesday: 9:00 AM – 12:30 AM, Wednesday: 9:00 AM – 12:30 AM, Thursday: 9:00 AM – 12:30 AM, Friday: 9:00 AM – 12:30 AM, Saturday: 9:00 AM – 12:30 AM, Sunday: 9:00 AM – 12:30 AM",
Clifton,Chop Chop Wok,"Q2WW+G6C, 57-C Khayaban-e-Badar, DHA Phase 5 Badar Commercial Area Defence V Defence Housing Authority, Karachi",4.3,3311,(021) 111 965 111,https://chopchopwok.pk/,2,https://maps.google.com/?cid=3362017334428829029,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 12:00 AM",
Clifton,Evergreen Cafe,"45-C, 45c Khayaban-e-Seher, D.H.A Phase 6 Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.3,1431,(021) 35841288,http://www.evergreenfoods.pk/,3,https://maps.google.com/?cid=14582659585833618181,"Monday: 8:00 AM – 12:00 AM, Tuesday: 8:00 AM – 12:00 AM, Wednesday: 8:00 AM – 12:00 AM, Thursday: 8:00 AM – 12:00 AM, Friday: 8:00 AM – 12:00 AM, Saturday: 8:00 AM – 12:00 AM, Sunday: 8:00 AM – 12:00 AM",
Clifton,Ginsoy - Shahbaz HQ,"Ground Floor, 46-1 Khayaban-e-Shahbaz, D.H.A Phase 6 Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.3,5028,(021) 111 446 769,http://ginsoy.com/,2,https://maps.google.com/?cid=6919942408124212324,"Monday: 12:30 PM – 12:00 AM, Tuesday: 12:30 PM – 12:00 AM, Wednesday: 12:30 PM – 12:00 AM, Thursday: 12:30 PM – 12:00 AM, Friday: 12:30 PM – 12:00 AM, Saturday: 12:30 PM – 12:30 AM, Sunday: 12:30 PM – 12:30 AM",
DHA,Lals Patisserie - Khy-e-Shahbaz,"5-C, Khayaban-e-Shahbaz, Main Shahbaz Commercial Area Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi",4.2,1235,0304 1115257,https://www.lalschocolates.com/,3,https://maps.google.com/?cid=12250479672930039169,"Monday: 10:00 AM – 11:00 PM, Tuesday: 10:00 AM – 11:00 PM, Wednesday: 10:00 AM – 11:00 PM, Thursday: 10:00 AM – 11:00 PM, Friday: 10:00 AM – 12:00 AM, Saturday: 10:00 AM – 12:00 AM, Sunday: 10:00 AM – 11:00 PM",
